Error Type,Image,Error Occurrences
FP,Individual_Component\test\test_negative\00000001\item_00001823.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000853.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004004.pnm,2
FP,Individual_Component\test\test_negative\00000003\item_00003181.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004985.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000496.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001403.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000354.pnm,2
FP,Individual_Component\test\test_negative\00000000\item_00000476.pnm,1
FN,Individual_Component\test\test_positive\00000003\item_00003014.pnm,2
FN,Individual_Component\test\test_positive\00000002\item_00002226.pnm,1
FN,Individual_Component\test\test_positive\00000003\item_00003213.pnm,3
FN,Individual_Component\test\test_positive\00000001\item_00001748.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001666.pnm,2
FN,Individual_Component\test\test_positive\00000002\item_00002607.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003851.pnm,3
FP,Individual_Component\test\test_negative\00000004\item_00004285.pnm,2
FP,Individual_Component\test\test_negative\00000004\item_00004101.pnm,2
FP,Individual_Component\test\test_negative\00000005\item_00005394.pnm,5
FN,Individual_Component\test\test_positive\00000003\item_00003083.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001547.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000936.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003057.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001793.pnm,5
FN,Individual_Component\test\test_positive\00000002\item_00002498.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001263.pnm,1
FP,Individual_Component\test\test_negative\00000005\item_00005955.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000637.pnm,2
FP,Individual_Component\test\test_negative\00000004\item_00004352.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003505.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000411.pnm,3
FN,Individual_Component\test\test_positive\00000000\item_00000065.pnm,2
FN,Individual_Component\test\test_positive\00000000\item_00000503.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001166.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002436.pnm,2
FP,Individual_Component\test\test_negative\00000001\item_00001463.pnm,3
FN,Individual_Component\test\test_positive\00000000\item_00000268.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001961.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002890.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000149.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003658.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000176.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001693.pnm,2
FP,Individual_Component\test\test_negative\00000001\item_00001907.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002609.pnm,2
FN,Individual_Component\test\test_positive\00000002\item_00002330.pnm,1
FN,Individual_Component\test\test_positive\00000003\item_00003112.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003060.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004407.pnm,1
FN,Individual_Component\test\test_positive\00000003\item_00003079.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002938.pnm,2
FP,Individual_Component\test\test_negative\00000002\item_00002510.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001361.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000517.pnm,1
FN,Individual_Component\test\test_positive\00000003\item_00003189.pnm,2
FP,Individual_Component\test\test_negative\00000000\item_00000267.pnm,3
FN,Individual_Component\test\test_positive\00000000\item_00000529.pnm,2
FN,Individual_Component\test\test_positive\00000001\item_00001273.pnm,1
FN,Individual_Component\test\test_positive\00000003\item_00003389.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001374.pnm,2
FN,Individual_Component\test\test_positive\00000002\item_00002101.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004800.pnm,2
FN,Individual_Component\test\test_positive\00000003\item_00003124.pnm,1
FP,Individual_Component\test\test_negative\00000005\item_00005879.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002149.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000400.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003363.pnm,2
FN,Individual_Component\test\test_positive\00000001\item_00001588.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001738.pnm,2
FN,Individual_Component\test\test_positive\00000002\item_00002335.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001990.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002612.pnm,2
FP,Individual_Component\test\test_negative\00000002\item_00002467.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002802.pnm,2
FP,Individual_Component\test\test_negative\00000005\item_00005710.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000222.pnm,2
FP,Individual_Component\test\test_negative\00000000\item_00000647.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000142.pnm,2
FP,Individual_Component\test\test_negative\00000001\item_00001540.pnm,2
FP,Individual_Component\test\test_negative\00000000\item_00000799.pnm,1
FN,Individual_Component\test\test_positive\00000003\item_00003029.pnm,2
FP,Individual_Component\test\test_negative\00000003\item_00003502.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000694.pnm,3
FN,Individual_Component\test\test_positive\00000001\item_00001718.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001204.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001820.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001872.pnm,2
FP,Individual_Component\test\test_negative\00000001\item_00001409.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001344.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001520.pnm,2
FP,Individual_Component\test\test_negative\00000000\item_00000155.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000602.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001888.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002450.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000976.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000675.pnm,2
FN,Individual_Component\test\test_positive\00000001\item_00001896.pnm,1
FP,Individual_Component\test\test_negative\00000005\item_00005326.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003113.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001664.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001243.pnm,6
FN,Individual_Component\test\test_positive\00000000\item_00000387.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004774.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001151.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003019.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004054.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004903.pnm,1
FP,Individual_Component\test\test_negative\00000005\item_00005827.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001460.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003531.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002778.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001098.pnm,2
FN,Individual_Component\test\test_positive\00000001\item_00001595.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003449.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001042.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004408.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000349.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001649.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004822.pnm,1
FP,Individual_Component\test\test_negative\00000005\item_00005497.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000930.pnm,1
FP,Individual_Component\test\test_negative\00000005\item_00005382.pnm,2
FP,Individual_Component\test\test_negative\00000005\item_00005235.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002872.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000928.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002407.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002568.pnm,2
FP,Individual_Component\test\test_negative\00000000\item_00000627.pnm,1
FP,Individual_Component\test\test_negative\00000005\item_00005928.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001017.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002238.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000226.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003739.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004277.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001503.pnm,2
FP,Individual_Component\test\test_negative\00000005\item_00005462.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003259.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000257.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000972.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000904.pnm,1
FP,Individual_Component\test\test_negative\00000005\item_00005775.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002587.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000243.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001440.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001058.pnm,1
FN,Individual_Component\test\test_positive\00000003\item_00003420.pnm,2
FP,Individual_Component\test\test_negative\00000000\item_00000955.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002301.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001027.pnm,2
FP,Individual_Component\test\test_negative\00000000\item_00000746.pnm,3
FP,Individual_Component\test\test_negative\00000004\item_00004332.pnm,1
FN,Individual_Component\test\test_positive\00000003\item_00003104.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001999.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001120.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004681.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000924.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004991.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004688.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000545.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004328.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002308.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002616.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000750.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000307.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000645.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001363.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002181.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000958.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001969.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004479.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002662.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004250.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001271.pnm,1
FP,Individual_Component\test\test_negative\00000005\item_00005972.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002704.pnm,1
FN,Individual_Component\test\test_positive\00000003\item_00003000.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001054.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000119.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003210.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003434.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001988.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000105.pnm,2
FP,Individual_Component\test\test_negative\00000000\item_00000808.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002892.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003034.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002515.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000208.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003081.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001767.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001422.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001397.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004179.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002086.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002752.pnm,1
